Name,Page,Importance_index,Book,IsChapter
17.1.2 Pay Attention to Your Training Curves,256,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
17.1.3 What if Validation Loss Is Lower than Training Loss?,256,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
17.2 Monitoring the Training Process,257,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
17.2.1 Creating a Training Monitor,257,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
17.2.2 Babysitting Training,259,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
17.3 Summary,262,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
18 Checkpointing Models,265,1,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",True
18.1 Checkpointing Neural Network Model Improvements,265,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
18.2 Checkpointing Best Neural Network Only,269,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
18.3 Summary,271,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
19 Visualizing Network Architectures,273,1,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",True
19.1 The Importance of Architecture Visualization,273,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
19.1.1 Installing graphviz and pydot,274,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
19.1.2 Visualizing Keras Networks,274,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
19.2 Summary,277,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
20 Out-of-the-box CNNs for Classification,279,1,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",True
20.1 State-of-the-art CNNs in Keras,279,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
20.1.1 VGG16 and VGG19,280,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
20.1.2 ResNet,281,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
20.1.3 Inception V3,282,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
20.1.4 Xception,282,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
20.1.5 Can We Go Smaller?,282,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
20.2 Classifying Images with Pre-trained ImageNet CNNs,283,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
20.2.1 Classification Results,286,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
20.3 Summary,288,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
21 Case Study: Breaking Captchas with a CNN,289,1,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",True
21.1 Breaking Captchas with a CNN,290,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
21.1.1 A Note on Responsible Disclosure,290,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
21.1.2 The Captcha Breaker Directory Structure,292,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
21.1.3 Automatically Downloading Example Images,293,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
21.1.4 Annotating and Creating Our Dataset,294,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
21.1.5 Preprocessing the Digits,299,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
21.1.6 Training the Captcha Breaker,301,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
21.1.7 Testing the Captcha Breaker,305,3,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
21.2 Summary,307,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
22 Case Study: Smile Detection,309,1,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",True
22.1 The SMILES Dataset,309,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
22.2 Training the Smile CNN,310,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
22.3 Running the Smile CNN in Real-time,315,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
22.4 Summary,318,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
23 Your Next Steps,321,1,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",True
"23.1 So, What's Next?",321,2,"Adrian Rosebrock-Deep Learning for Computer Vision with Python. 1,Starter Bundle-PyImageSearch (2017)",False
Table of Contents,5,1,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
About the Authors,11,1,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
About the Technical Reviewer,13,1,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Introduction,14,1,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Chapter 1: Introduction to Generative AI,16,1,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",True
"So, What Is Generative AI?",17,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Components of AI,18,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Domains of Generative AI,19,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Text Generation,19,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Image Generation,19,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Audio Generation,20,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Video Generation,20,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Generating Images,20,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Generating Text,21,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Generative AI: Current Players and Their Models,24,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Generative AI Applications,26,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Conclusion,28,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Chapter 2: Evolution of Neural Networks to Large Language Models,29,1,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",True
Natural Language Processing,30,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Tokenization,31,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
N-grams,31,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Language Representation and Embeddings,33,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Word2Vec,33,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
GloVe (Global Vectors for Word Representation),34,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Probabilistic Models,34,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Neural Network–Based Language Models,35,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Recurrent Neural Networks (RNNs),36,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Long Short-Term Memory (LSTM),37,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Gated Recurrent Unit (GRU),38,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Encoder-Decoder Networks,39,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Sequence-to-Sequence Models,39,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Encoder,40,5,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Decoder,40,5,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Attention Mechanism,40,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Training Sequence-to-Sequence Models,41,5,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Challenges of Sequence-to-Sequence Models,41,5,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Transformer,41,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Large Language Models (LLMs),43,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Conclusion,44,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Chapter 3: LLMs and Transformers,46,1,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",True
The Power of Language Models,46,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Transformer Architecture,47,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Motivation for Transformer,48,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Architecture,48,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Encoder-Decoder Architecture,49,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Encoder,49,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Decoder,50,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Attention,52,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Inputs,53,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Calculating Attention Scores,53,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Calculating Attention Weights,53,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Weighted Sum,54,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Scaled Dot-Product Attention,54,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Input and Matrices,55,5,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Dot Product and Scaling,55,5,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Softmax and Attention Weights,55,5,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Matrix Formulation and Efficiency,56,5,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Multi-Head Attention,56,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Input and Linear Projections,57,5,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Multiple Attention Heads,58,5,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Scaled Dot-Product Attention per Head,58,5,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Concatenation and Linear Projection,58,5,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Model’s Flexibility,58,5,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Position-wise Feed-Forward Networks,60,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Position Encoding,61,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Interpretation,63,5,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Advantages and Limitations of Transformer Architecture,64,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Advantages,64,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Limitations,65,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Conclusion,66,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Chapter 4: The ChatGPT Architecture: An In-Depth Exploration of OpenAI’s Conversational Language Model,67,1,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",True
The Evolution of GPT Models,68,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
The Transformer Architecture: A Recap,69,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Architecture of ChatGPT,71,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Pre-training and Fine-Tuning in ChatGPT,82,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Pre-training: Learning Language Patterns,82,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Fine-Tuning: Adapting to Specific Tasks,83,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Continuous Learning and Iterative Improvement,83,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Contextual Embeddings in ChatGPT,83,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Response Generation in ChatGPT,84,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Handling Biases and Ethical Considerations,85,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Addressing Biases in Language Models,85,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
OpenAI’s Efforts to Mitigate Biases,85,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Strengths and Limitations,87,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Strengths of ChatGPT,87,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Limitations of ChatGPT,88,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Conclusion,89,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Chapter 5: Google Bard and Beyond,90,1,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",True
The Transformer Architecture,91,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Elevating Transformer: The Genius of Google Bard,91,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Google Bard’s Text and Code Fusion,93,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Self-Supervised Learning,94,4,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Strengths and Weaknesses of Google Bard,94,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Strengths,94,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Weaknesses,95,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Difference Between ChatGPT and Google Bard,95,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Claude 2,97,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Key Features of Claude 2,97,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Comparing Claude 2 to Other AI Chatbots,98,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
The Human-Centered Design Philosophy of Claude,99,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Exploring Claude’s AI Conversation Proficiencies,100,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Constitutional AI,100,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Claude 2 vs. GPT 3.5,103,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Other Large Language Models,104,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Falcon AI,104,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
LLaMa 2,106,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Dolly 2,109,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Conclusion,110,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Chapter 6: Implement LLMs Using Sklearn,111,1,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",True
Install Scikit-LLM and Setup,112,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Obtain an OpenAI API Key,113,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Zero-Shot GPTClassifier,113,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
What If You Find Yourself Without Labeled Data?,119,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Multilabel Zero-Shot Text Classification,121,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Implementation,121,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
What If You Find Yourself Without Labeled Data?,122,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Implementation,122,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Text Vectorization,123,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Implementation,123,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Text Summarization,124,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Implementation,125,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Conclusion,125,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Chapter 7: LLMs for Enterprise and LLMOps,127,1,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",True
Private Generalized LLM API,128,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Design Strategy to Enable LLMs for Enterprise: In-Context Learning,129,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Data Preprocessing/Embedding,131,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Prompt Construction/Retrieval,133,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Fine-Tuning,136,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Technology Stack,138,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Gen AI/LLM Testbed,138,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Data Sources,139,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Data Processing,139,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Leveraging Embeddings for Enterprise LLMs,140,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Vector Databases: Accelerating Enterprise LLMs with Semantic Search,140,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
LLM APIs: Empowering Enterprise Language Capabilities,140,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
LLMOps,141,2,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
What Is LLMOps?,141,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Why LLMOps?,143,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
What Is an LLMOps Platform?,144,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Technology Components LLMOps,145,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Monitoring Generative AI Models,146,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Proprietary Generative AI Models,149,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Open Source Models with Permissive Licenses,150,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Playground for Model Selection,151,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Evaluation Metrics,151,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
Validating LLM Outputs,154,3,"Applied Generative AI for Beginners_ Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs-Apress (2023)",False
