Name,Importance_index,Page,IsChapter
21.1.3 Automatically Downloading Example Images,3,293,False
21.1.4 Annotating and Creating Our Dataset,3,294,False
21.1.5 Preprocessing the Digits,3,299,False
21.1.6 Training the Captcha Breaker,3,301,False
21.1.7 Testing the Captcha Breaker,3,305,False
21.2 Summary,2,307,False
22 Case Study: Smile Detection,1,309,True
22.1 The SMILES Dataset,2,309,False
22.2 Training the Smile CNN,2,310,False
22.3 Running the Smile CNN in Real-time,2,315,False
22.4 Summary,2,318,False
23 Your Next Steps,1,321,True
"23.1 So, What's Next?",2,321,False
Table of Contents,1,5,False
About the Authors,1,11,False
About the Technical Reviewer,1,13,False
Introduction,1,14,False
Chapter 1: Introduction to Generative AI,1,16,True
"So, What Is Generative AI?",2,17,False
Components of AI,2,18,False
Domains of Generative AI,2,19,False
Text Generation,3,19,False
Image Generation,3,19,False
Audio Generation,3,20,False
Video Generation,3,20,False
Generating Images,4,20,False
Generating Text,4,21,False
Generative AI: Current Players and Their Models,3,24,False
Generative AI Applications,3,26,False
Conclusion,2,28,False
Chapter 2: Evolution of Neural Networks to Large Language Models,1,29,True
Natural Language Processing,2,30,False
Tokenization,3,31,False
N-grams,3,31,False
Language Representation and Embeddings,3,33,False
Word2Vec,4,33,False
GloVe (Global Vectors for Word Representation),4,34,False
Probabilistic Models,2,34,False
Neural Network–Based Language Models,2,35,False
Recurrent Neural Networks (RNNs),3,36,False
Long Short-Term Memory (LSTM),3,37,False
Gated Recurrent Unit (GRU),3,38,False
Encoder-Decoder Networks,3,39,False
Sequence-to-Sequence Models,4,39,False
Encoder,5,40,False
Decoder,5,40,False
Attention Mechanism,4,40,False
Training Sequence-to-Sequence Models,5,41,False
Challenges of Sequence-to-Sequence Models,5,41,False
Transformer,2,41,False
Large Language Models (LLMs),2,43,False
Conclusion,2,44,False
Chapter 3: LLMs and Transformers,1,46,True
The Power of Language Models,2,46,False
Transformer Architecture,2,47,False
Motivation for Transformer,3,48,False
Architecture,3,48,False
Encoder-Decoder Architecture,3,49,False
Encoder,4,49,False
Decoder,4,50,False
Attention,3,52,False
Inputs,4,53,False
Calculating Attention Scores,4,53,False
Calculating Attention Weights,4,53,False
Weighted Sum,4,54,False
Scaled Dot-Product Attention,4,54,False
Input and Matrices,5,55,False
Dot Product and Scaling,5,55,False
Softmax and Attention Weights,5,55,False
Matrix Formulation and Efficiency,5,56,False
Multi-Head Attention,4,56,False
Input and Linear Projections,5,57,False
Multiple Attention Heads,5,58,False
Scaled Dot-Product Attention per Head,5,58,False
Concatenation and Linear Projection,5,58,False
Model’s Flexibility,5,58,False
Position-wise Feed-Forward Networks,3,60,False
Position Encoding,4,61,False
Interpretation,5,63,False
Advantages and Limitations of Transformer Architecture,3,64,False
Advantages,4,64,False
Limitations,4,65,False
Conclusion,2,66,False
Chapter 4: The ChatGPT Architecture: An In-Depth Exploration of OpenAI’s Conversational Language Model,1,67,True
The Evolution of GPT Models,2,68,False
The Transformer Architecture: A Recap,2,69,False
Architecture of ChatGPT,2,71,False
Pre-training and Fine-Tuning in ChatGPT,2,82,False
Pre-training: Learning Language Patterns,3,82,False
Fine-Tuning: Adapting to Specific Tasks,3,83,False
Continuous Learning and Iterative Improvement,3,83,False
Contextual Embeddings in ChatGPT,2,83,False
Response Generation in ChatGPT,2,84,False
Handling Biases and Ethical Considerations,2,85,False
Addressing Biases in Language Models,3,85,False
OpenAI’s Efforts to Mitigate Biases,3,85,False
Strengths and Limitations,2,87,False
Strengths of ChatGPT,3,87,False
Limitations of ChatGPT,3,88,False
Conclusion,2,89,False
Chapter 5: Google Bard and Beyond,1,90,True
The Transformer Architecture,2,91,False
Elevating Transformer: The Genius of Google Bard,2,91,False
Google Bard’s Text and Code Fusion,3,93,False
Self-Supervised Learning,4,94,False
Strengths and Weaknesses of Google Bard,2,94,False
Strengths,3,94,False
Weaknesses,3,95,False
Difference Between ChatGPT and Google Bard,2,95,False
Claude 2,2,97,False
Key Features of Claude 2,3,97,False
Comparing Claude 2 to Other AI Chatbots,3,98,False
The Human-Centered Design Philosophy of Claude,3,99,False
Exploring Claude’s AI Conversation Proficiencies,3,100,False
Constitutional AI,3,100,False
Claude 2 vs. GPT 3.5,3,103,False
Other Large Language Models,2,104,False
Falcon AI,3,104,False
LLaMa 2,3,106,False
Dolly 2,3,109,False
Conclusion,2,110,False
Chapter 6: Implement LLMs Using Sklearn,1,111,True
Install Scikit-LLM and Setup,2,112,False
Obtain an OpenAI API Key,3,113,False
Zero-Shot GPTClassifier,2,113,False
What If You Find Yourself Without Labeled Data?,3,119,False
Multilabel Zero-Shot Text Classification,2,121,False
Implementation,3,121,False
What If You Find Yourself Without Labeled Data?,3,122,False
Implementation,3,122,False
Text Vectorization,2,123,False
Implementation,3,123,False
Text Summarization,2,124,False
Implementation,3,125,False
Conclusion,2,125,False
Chapter 7: LLMs for Enterprise and LLMOps,1,127,True
Private Generalized LLM API,2,128,False
Design Strategy to Enable LLMs for Enterprise: In-Context Learning,2,129,False
Data Preprocessing/Embedding,3,131,False
Prompt Construction/Retrieval,3,133,False
Fine-Tuning,2,136,False
Technology Stack,2,138,False
Gen AI/LLM Testbed,3,138,False
Data Sources,3,139,False
Data Processing,3,139,False
Leveraging Embeddings for Enterprise LLMs,3,140,False
Vector Databases: Accelerating Enterprise LLMs with Semantic Search,3,140,False
LLM APIs: Empowering Enterprise Language Capabilities,3,140,False
LLMOps,2,141,False
What Is LLMOps?,3,141,False
Why LLMOps?,3,143,False
What Is an LLMOps Platform?,3,144,False
Technology Components LLMOps,3,145,False
Monitoring Generative AI Models,3,146,False
Proprietary Generative AI Models,3,149,False
Open Source Models with Permissive Licenses,3,150,False
Playground for Model Selection,3,151,False
Evaluation Metrics,3,151,False
Validating LLM Outputs,3,154,False
Challenges Faced When Deploying LLMs,3,156,False
Implementation,2,158,False
Using the OpenAI API with Python,3,158,False
Using the OpenAI API with Python,4,158,False
Prerequisites,4,158,False
Installation,4,159,False
Initializing the Environment and Setting API Key,4,159,False
Test the Environment,4,159,False
Data Preparation: Loading PDF Data,4,160,False
Embeddings and VectorDB Using LangChain and Chroma,4,160,False
Utilizing OpenAI API,4,161,False
Leveraging Azure OpenAI Service,3,163,False
Conclusion,2,163,False
Chapter 8: Diffusion Model and  Generative AI for Images,1,165,True
Variational Autoencoders (VAEs),2,166,False
Generative Adversarial Networks (GANs),2,167,False
Diffusion Models,2,168,False
Types of Diffusion Models,3,170,False
Architecture,3,172,False
The Technology Behind DALL-E 2,2,175,False
Top Part: CLIP Training Process,3,177,False
Bottom Part: Text-to-Image Generation Process,3,178,False
The Technology Behind Stable Diffusion,2,178,False
Latent Diffusion Model (LDM),3,179,False
Benefits and Significance,3,180,False
The Technology Behind Midjourney,2,180,False
Generative Adversarial Networks (GANs),3,180,False
Text-to-Image Synthesis with GANs,3,181,False
Conditional GANs,3,181,False
Training Process,3,181,False
Loss Functions and Optimization,3,181,False
Attention Mechanisms,3,182,False
Data Augmentation and Preprocessing,3,182,False
Benefits and Applications,3,182,False
"Comparison Between DALL-E 2, Stable Diffusion, and Midjourney",2,182,False
Applications,2,184,False
Conclusion,2,186,False
Chapter 9: ChatGPT Use Cases,1,188,True
Business and Customer Service,2,188,False
Content Creation and Marketing,2,190,False
Software Development and Tech Support,2,192,False
Data Entry and Analysis,2,194,False
Healthcare and Medical Information,2,196,False
Market Research and Analysis,2,198,False
Creative Writing and Storytelling,2,200,False
Education and Learning,2,202,False
Legal and Compliance,2,203,False
HR and Recruitment,2,205,False
Personal Assistant and Productivity,2,207,False
Examples,2,209,False
Conclusion,2,214,False
Index,1,216,False
Cover,1,1,False
Copyright,1,3,False
Contributors,1,5,False
Table of Contents,1,8,False
Preface,1,16,False
Chapter  1: What Is Generative AI?,1,24,True
Introducing generative AI,2,25,False
What are generative models?,3,27,False
Why now?,3,31,False
Understanding LLMs,2,34,False
What is a GPT?,3,36,False
Other LLMs,3,39,False
Major players,3,41,False
How do GPT models work?,3,43,False
Pre-training,4,46,False
Tokenization,4,47,False
Scaling,4,48,False
Conditioning,4,49,False
How to try out these models,3,50,False
What are text-to-image models?,2,50,False
What can AI do in other domains?,2,56,False
Summary,2,57,False
Questions,2,58,False
Chapter  2: LangChain for LLM Apps,1,60,True
Going beyond stochastic parrots,2,61,False
What are the limitations of LLMs?,3,61,False
How can we mitigate LLM limitations?,3,65,False
What is an LLM app?,3,66,False
What is LangChain?,2,69,False
Exploring key components of LangChain,2,73,False
What are chains?,3,73,False
What are agents?,3,75,False
What is memory?,3,77,False
What are tools?,3,78,False
How does LangChain work?,2,80,False
Comparing LangChain with other frameworks,2,83,False
Summary,2,84,False
Questions,2,85,False
Chapter  3: Getting Started with LangChain,1,88,True
How to set up the dependencies for this book,2,88,False
pip,3,90,False
Poetry,3,91,False
Conda,3,91,False
Docker,3,91,False
Exploring API model integrations,2,92,False
Fake LLM,3,95,False
OpenAI,3,96,False
Hugging Face,3,98,False
Google Cloud Platform,3,100,False
Jina AI,3,103,False
Replicate,3,105,False
Others,3,107,False
Azure,4,107,False
Anthropic,4,108,False
Exploring local models,2,108,False
Hugging Face Transformers,3,109,False
llama.cpp,3,110,False
GPT4All,3,111,False
Building an application for customer service,2,112,False
Summary,2,119,False
Questions,2,119,False
Chapter  4: Building Capable Assistants,1,122,True
Mitigating hallucinations through fact-checking,2,123,False
Summarizing information,2,126,False
Basic prompting,3,126,False
Prompt templates,3,127,False
Chain of density,3,128,False
Map-Reduce pipelines,3,130,False
Monitoring token usage,3,132,False
Extracting information from documents,2,135,False
Answering questions with tools,2,139,False
Information retrieval with tools,3,139,False
Building a visual interface,3,141,False
Exploring reasoning strategies,2,144,False
Summary,2,152,False
Questions,2,153,False
Chapter  5: Building a Chatbot like ChatGPT,1,154,True
What is a chatbot?,2,155,False
Understanding retrieval and vectors,2,157,False
Embeddings,3,158,False
Vector storage,3,162,False
Vector indexing,4,163,False
Vector libraries,4,164,False
Vector databases,4,166,False
Loading and retrieving in LangChain,2,171,False
Document loaders,3,172,False
Retrievers in LangChain,3,173,False
kNN retriever,4,174,False
PubMed retriever,4,175,False
Custom retrievers,4,176,False
Implementing a chatbot,2,176,False
Document loader,3,177,False
Vector storage,3,178,False
Memory,3,183,False
Conversation buffers,4,184,False
Remembering conversation summaries,4,187,False
Storing knowledge graphs,4,187,False
Combining several memory mechanisms,4,188,False
Long-term persistence,4,189,False
Moderating responses,2,190,False
Summary,2,193,False
Questions,2,194,False
Chapter  6: Developing Software with Generative AI,1,196,True
Software development and AI,2,197,False
Code LLMs,3,198,False
Writing code with LLMs,2,202,False
StarCoder,3,202,False
StarChat,3,207,False
Llama 2,3,209,False
Small local model,3,210,False
Automating software development,2,212,False
Summary,2,224,False
Questions,2,224,False
Chapter  7: LLMs for Data Science,1,226,True
The impact of generative models on data science,2,227,False
Automated data science,2,230,False
Data collection,3,232,False
Visualization and EDA,3,233,False
Preprocessing and feature extraction,3,233,False
AutoML,3,234,False
Using agents to answer data science questions,2,236,False
Data exploration with LLMs,2,240,False
Summary,2,245,False
Questions,2,246,False
Chapter  8: Customizing LLMs and Their Output,1,248,True
Conditioning LLMs,2,249,False
Methods for conditioning,3,250,False
Reinforcement learning with human feedback,4,251,False
Low-rank adaptation,4,252,False
Inference-time conditioning,4,253,False
Fine-tuning,2,255,False
Setup for fine-tuning,3,256,False
Open-source models,3,259,False
Commercial models,3,264,False
Prompt engineering,2,265,False
Prompt techniques,3,267,False
Zero-shot prompting,4,269,False
Few-shot learning,4,269,False
Chain-of-thought prompting,4,271,False
Self-consistency,4,272,False
Tree-of-thought,4,274,False
Summary,2,278,False
Questions,2,278,False
Chapter  9: Generative AI in Production,1,280,True
How to get LLM apps ready for production,2,281,False
Terminology,3,283,False
How to evaluate LLM apps,2,284,False
Comparing two outputs,3,287,False
Comparing against criteria,3,288,False
String and semantic comparisons,3,290,False
Running evaluations against datasets,3,291,False
How to deploy LLM apps,2,296,False
FastAPI web server,3,299,False
Ray,3,303,False
How to observe LLM apps,2,307,False
Tracking responses,3,310,False
Observability tools,3,312,False
LangSmith,3,314,False
PromptWatch,3,317,False
Summary,2,318,False
Questions,2,319,False
Chapter  10: The Future of Generative Models,1,322,True
The current state of generative AI,2,323,False
Challenges,3,325,False
Trends in model development,3,327,False
Big Tech vs. small enterprises,3,330,False
Artificial General Intelligence,3,332,False
Economic consequences,2,333,False
Creative industries and advertising,3,336,False
Education,3,338,False
Law,3,338,False
Manufacturing,3,339,False
Medicine,3,339,False
Military,3,339,False
Societal implications,2,340,False
Misinformation and cybersecurity,3,341,False
Regulations and implementation challenges,3,342,False
The road ahead,2,344,False
Other Books You May Enjoy,1,348,False
Index,1,352,False
About this Book,1,6,False
How to Use this Book,2,6,False
Why Another Textbook?,2,6,False
Organization and Auxilary Material,2,7,False
Acknowledgements,2,7,False
Decision Trees,1,8,True
What Does it Mean to Learn?,2,8,False
Some Canonical Learning Problems,2,10,False
The Decision Tree Model of Learning,2,10,False
Formalizing the Learning Problem,2,14,False
Chapter Summary and Outlook,2,17,False
Further Reading,2,18,False
Limits of Learning,1,19,True
Data Generating Distributions,2,19,False
Inductive Bias: What We Know Before the Data Arrives,2,20,False
Not Everything is Learnable,2,21,False
Underfitting and Overfitting,2,22,False
Separation of Training and Test Data,2,24,False
"Models, Parameters and Hyperparameters",2,25,False
Real World Applications of Machine Learning,2,27,False
Further Reading,2,28,False
Geometry and Nearest Neighbors,1,29,True
From Data to Feature Vectors,2,29,False
K-Nearest Neighbors,2,31,False
Decision Boundaries,2,34,False
K-Means Clustering,2,35,False
Warning: High Dimensions are Scary,2,37,False
Further Reading,2,40,False
The Perceptron,1,41,True
Bio-inspired Learning,2,41,False
Error-Driven Updating: The Perceptron Algorithm,2,42,False
Geometric Intrepretation,2,45,False
Interpreting Perceptron Weights,2,47,False
Perceptron Convergence and Linear Separability,2,48,False
Improved Generalization: Voting and Averaging,2,51,False
Limitations of the Perceptron,2,53,False
Further Reading,2,54,False
Practical Issues,1,55,True
The Importance of Good Features,2,55,False
Irrelevant and Redundant Features,2,56,False
Feature Pruning and Normalization,2,58,False
Combinatorial Feature Explosion,2,61,False
Evaluating Model Performance,2,62,False
Cross Validation,2,64,False
Hypothesis Testing and Statistical Significance,2,67,False
Debugging Learning Algorithms,2,69,False
Bias/Variance Trade-off,2,71,False
Further Reading,2,72,False
Beyond Binary Classification,1,73,True
Learning with Imbalanced Data,2,73,False
Multiclass Classification,2,77,False
Ranking,2,81,False
Further Reading,2,86,False
Linear Models,1,87,True
The Optimization Framework for Linear Models,2,87,False
Convex Surrogate Loss Functions,2,89,False
Weight Regularization,2,91,False
Optimization with Gradient Descent,2,93,False
From Gradients to Subgradients,2,96,False
Closed-form Optimization for Squared Loss,2,97,False
Support Vector Machines,2,100,False
Further Reading,2,103,False
Bias and Fairness,1,104,True
Train/Test Mismatch,2,104,False
Unsupervised Adaptation,2,106,False
Supervised Adaptation,2,108,False
Fairness and Data Bias,2,110,False
How Badly can it Go?,2,112,False
Further Reading,2,115,False
Probabilistic Modeling,1,116,True
Classification by Density Estimation,2,116,False
Statistical Estimation,2,117,False
Naive Bayes Models,2,120,False
Prediction,2,121,False
Generative Stories,2,123,False
Conditional Models,2,124,False
Regularization via Priors,2,126,False
Further Reading,2,128,False
Neural Networks,1,129,True
Bio-inspired Multi-Layer Networks,2,129,False
The Back-propagation Algorithm,2,132,False
Initialization and Convergence of Neural Networks,2,135,False
Beyond Two Layers,2,136,False
Breadth versus Depth,2,138,False
Basis Functions,2,139,False
Further Reading,2,140,False
Kernel Methods,1,141,True
From Feature Combinations to Kernels,2,141,False
Kernelized Perceptron,2,142,False
Kernelized K-means,2,144,False
What Makes a Kernel,2,145,False
Support Vector Machines,2,148,False
Understanding Support Vector Machines,2,151,False
Further Reading,2,153,False
Learning Theory,1,154,True
The Role of Theory,2,154,False
Induction is Impossible,2,155,False
Probably Approximately Correct Learning,2,156,False
PAC Learning of Conjunctions,2,157,False
Occam's Razor: Simple Solutions Generalize,2,160,False
Complexity of Infinite Hypothesis Spaces,2,161,False
Further Reading,2,163,False
Ensemble Methods,1,164,True
Voting Multiple Classifiers,2,164,False
Boosting Weak Learners,2,166,False
Random Ensembles,2,169,False
Further Reading,2,170,False
Efficient Learning,1,171,True
What Does it Mean to be Fast?,2,171,False
Stochastic Optimization,2,172,False
Sparse Regularization,2,174,False
Feature Hashing,2,176,False
Further Reading,2,177,False
Unsupervised Learning,1,178,True
"K-Means Clustering, Revisited",2,178,False
Linear Dimensionality Reduction,2,182,False
Autoencoders,2,185,False
Further Reading,2,185,False
Expectation Maximization,1,186,True
Grading an Exam without an Answer Key,2,186,False
Clustering with a Mixture of Gaussians,2,189,False
The Expectation Maximization Framework,2,191,False
Further Reading,2,194,False
Structured Prediction,1,195,True
Multiclass Perceptron,2,196,False
Structured Perceptron,2,198,False
Argmax for Sequences,2,199,False
Structured Support Vector Machines,2,202,False
Loss-Augmented Argmax,2,205,False
Argmax in General,2,206,False
Dynamic Programming for Sequences,2,208,False
Further Reading,2,211,False
Imitation Learning,1,212,True
Imitation Learning by Classification,2,213,False
Failure Analysis,2,215,False
Dataset Aggregation,2,216,False
Expensive Algorithms as Experts,2,218,False
Structured Prediction via Imitation Learning,2,219,False
Further Reading,2,221,False
Code and Datasets,1,222,False
Bibliography,1,223,False
Index,1,225,False
Brief Contents,1,3,False
Contents,1,4,False
Preface,1,10,False
About this Book,1,12,False
--- Fundamentals of Deep Learning,1,16,False
What is deep learning?,1,17,True
"Artificial intelligence, machine learning,  and deep learning",2,18,False
Before deep learning:  a brief history of machine learning,2,28,False
Why deep learning? Why now?,2,34,False
Before we begin: the mathematical building blocks of neural networks,1,39,True
A first look at a neural network,2,41,False
Data representations for neural networks,2,45,False
The gears of neural networks: tensor operations,2,52,False
The engine of neural networks:  gradient-based optimization,2,60,False
Looking back at our first example,2,67,False
Chapter summary,2,69,False
Getting started with neural networks,1,70,True
Anatomy of a neural network,2,72,False
Introduction to Keras,2,75,False
Setting up a deep-learning workstation,2,79,False
Classifying movie reviews:  a binary classification example,2,82,False
Classifying newswires:  a multiclass classification example,2,92,False
Predicting house prices: a regression example,2,99,False
Chapter summary,2,106,False
Fundamentals of machine learning,1,107,True
Four branches of machine learning,2,108,False
Evaluating machine-learning models,2,111,False
"Data preprocessing, feature engineering,  and feature learning",2,115,False
Overfitting and underfitting,2,118,False
The universal workflow of machine learning,2,125,False
Chapter summary,2,130,False
--- Deep Learning in Practice,1,131,False
Deep learning for computer vision,1,132,True
Introduction to convnets,2,133,False
Training a convnet from scratch on a small dataset,2,143,False
Using a pretrained convnet,2,156,False
Visualizing what convnets learn,2,173,False
Chapter summary,2,190,False
Deep learning for text and sequences,1,191,True
Working with text data,2,193,False
Understanding recurrent neural networks,2,209,False
Advanced use of recurrent neural networks,2,220,False
Sequence processing with convnets,2,238,False
Chapter summary,2,245,False
Advanced deep-learning best practices,1,246,True
Going beyond the Sequential model:  the Keras functional API,2,247,False
Inspecting and monitoring deep-learning models using  Keras callbacks and TensorBoard,2,262,False
Getting the most out of your models,2,273,False
Chapter summary,2,281,False
Generative deep learning,1,282,True
Text generation with LSTM,2,284,False
DeepDream,2,293,False
Neural style transfer,2,300,False
Generating images with variational autoencoders,2,309,False
Introduction to generative adversarial networks,2,318,False
Chapter summary,2,326,False
Conclusions,1,327,True
Key concepts in review,2,328,False
The limitations of deep learning,2,338,False
The future of deep learning,2,343,False
Staying up to date in a fast-moving field,2,350,False
Final words,2,352,False
Installing Keras & its dependencies on Ubuntu,1,353,True
A.1 Installing the Python scientific suite,2,354,False
A.2 Setting up GPU support,2,355,False
A.3 Installing Theano (optional),2,356,False
A.4 Installing Keras,2,356,False
Running Jupyter notebooks on EC2 GPU instance,1,358,True
B.1 What are Jupyter notebooks?  Why run Jupyter notebooks on AWS GPUs?,2,358,False
B.2 Why would you not want to use Jupyter  on AWS for deep learning?,2,359,False
B.3 Setting up an AWS GPU instance,2,359,False
B.4 Installing Keras,2,363,False
B.5 Setting up local port forwarding,2,363,False
B.6 Using Jupyter from your local browser,2,363,False
Index,1,365,False
Cover,1,1,False
Title Page,1,2,False
Copyright and Credits,1,3,False
Contributors,1,5,False
Table of Contents,1,8,False
Preface,1,14,False
Part 1:Getting Started with OpenAI APIs,1,22,False
Chapter 1: Beginning with the ChatGPT API for NLP Tasks,1,24,True
Technical Requirements,2,25,False
The ChatGPT Revolution,2,25,False
Using ChatGPT from the Web,2,26,False
Creating an OpenAI Account,3,26,False
ChatGPT Web Interface,3,28,False
Getting Started with the ChatGPT API,2,29,False
Obtaining an API Key,3,29,False
API Tokens and Pricing,3,31,False
Setting Up Your Python Development Environment,2,33,False
Installing Python and the PyCharm IDE,3,33,False
Setting Up a Python Virtual Environment,3,34,False
The pip Package Installer,3,36,False
Building a Python Virtual Environment from the Terminal,3,37,False
A Simple ChatGPT API Response,2,37,False
Summary,2,42,False
Chapter 2: Building a ChatGPT Clone,1,44,True
Technical Requirements,2,45,False
Creating a ChatGPT Clone with Flask,2,45,False
Frontend HTML Generation,2,49,False
Enhancing the ChatGPT Clone Design,2,52,False
Intercepting ChatGPT API Endpoints,2,54,False
Summary,2,57,False
Part 2: Building Web Applications with the ChatGPT API,1,58,False
Chapter 3: Creating and Deploying an AI Code Bug Fixing SaaS Application Using Flask,1,60,True
Technical Requirements,2,61,False
Performing Multiple ChatGPT API Requests,2,61,False
Setting Up the Code Bug Fixer Project,2,62,False
Implementing the Code Bug Fixer Backend,2,65,False
Using Text Areas and Containers,2,67,False
Testing the Code Bug Fixer App,2,72,False
Deploying the ChatGPT App to the Azure Cloud,2,75,False
Summary,2,80,False
Chapter 4: Integrating the Code Bug Fixer Application with a Payment Service,1,82,True
Technical Requirements,2,83,False
Integrating Payments with Stripe,2,83,False
Setting Up a SQL User Database,2,86,False
Initializing a SQL Database,3,87,False
Getting a Browser Fingerprint ID,3,89,False
Tracking Application Users,3,90,False
Implementing the Usage Counters,3,92,False
Adding Payments to a ChatGPT Application,2,95,False
Building the Payments Page,3,95,False
Confirming User Payments,3,101,False
Summary,2,104,False
Chapter 5: Quiz Generation App with ChatGPT and Django,1,106,True
Technical Requirements,2,107,False
Building a Django Project,2,107,False
Creating the Exam App Frame and Views,2,112,False
Connecting Django Views and URLs,3,112,False
Developing Django Templates,3,114,False
Running Your Django Application,3,119,False
Integrating ChatGPT and Django for Quiz Generation,2,121,False
Building the Quiz Generation Text Area and Submit Button,3,121,False
Creating ChatGPT API Views with Django,3,123,False
Storing and Downloading Generated Quizzes,2,128,False
Saving the Quizzes in an SQLite Database,3,128,False
Building the Download Quiz View,3,131,False
Designing the Download Template,3,133,False
Summary,2,137,False
"Part 3: The ChatGPT, DALL-E, and Whisper APIs for Desktop Apps Development",1,140,False
Chapter 6: Language Translation Desktop App with the ChatGPT API and Microsoft Word,1,142,True
Technical Requirements,2,143,False
Integrating ChatGPT API with Microsoft Office,2,143,False
Building a User Interface with Tkinter,2,146,False
Integrating Microsoft Word Text with the ChatGPT API,2,149,False
Translating a Word Text with ChatGPT 3.5 Turbo,3,150,False
Summary,2,155,False
Chapter 7: Building an Outlook Email Reply Generator,1,156,True
Technical Requirements,2,157,False
Passing Outlook Data to the ChatGPT API,2,157,False
Setting Up the Outlook Email,3,158,False
Accessing Email Data with the win32com Client,3,160,False
Generating automatic email replies,3,164,False
Summary,2,169,False
Chapter 8: Essay Generation Tool with PyQt and the ChatGPT API,1,172,True
Technical Requirements,2,173,False
Building a Desktop Application with PyQT,2,173,False
Setting Up the Essay Generation Tool Project,3,174,False
Building the Application GUI with PyQt,3,175,False
Creating Essay Generation Methods with the ChatGPT API,2,180,False
Controlling the ChatGPT API Tokens,2,183,False
Summary,2,186,False
Chapter 9: Integrating ChatGPT and DALL-E API: Build End-to-End PowerPoint Presentation Generator,1,188,True
Technical Requirements,2,189,False
Using DALL-E and the DALL-E API,2,189,False
Building PowerPoint Apps with the PPTX Python Framework,2,191,False
Generating Art with the DALL-E API,2,196,False
Finalizing and Testing the AI Presentation Generator,2,198,False
Summary,2,203,False
Chapter 10: Speech Recognition and Text-to-Speech with the Whisper API,1,204,True
Technical Requirements,2,205,False
Implementing Text Translation and Transcription with the Whisper API,2,205,False
Building a Voice Transcriber Application,2,209,False
Using PyDub for Longer Audio Inputs,2,212,False
Summary,2,214,False
Part 4: Advanced Concepts for Powering ChatGPT Apps,1,216,False
Chapter 11: Choosing the Right ChatGPT API Model,1,218,True
Technical Requirements,2,219,False
"ChatGPT API Models – GPT-3, GPT-4, and Beyond",2,219,False
Using Chat Completion Parameters,2,224,False
ChatGPT API Rate Limits,2,230,False
Summary,2,232,False
Chapter 12: Fine-Tuning ChatGPT to Create Unique API Models,1,234,True
Technical Requirements,2,235,False
Fine-Tuning ChatGPT,2,235,False
Fine-Tuned Model Dataset Preparation,2,237,False
Building and Using the Fine-Tuned Model,2,241,False
Summary,2,246,False
Index,1,248,False
Other Books You May Enjoy,1,255,False
Front Cover,1,1,False
Half-Title Page,1,2,False
"LICENSE, DISCLAIMER OF LIABILITY, AND LIMITED WARRANTY",1,3,False
Title Page,1,4,False
Copyright Page,1,5,False
Dedication,1,6,False
Contents,1,8,False
Preface,1,12,False
Chapter 1 Introduction,1,16,True
What is Generative AI?,2,16,False
Conversational AI Versus Generative AI,2,18,False
Is DALL-E Part of Generative AI?,2,20,False
Are ChatGPT-3 and GPT-4 Part of Generative AI?,2,21,False
DeepMind,2,22,False
OpenAI,2,23,False
Cohere,2,24,False
Hugging Face,2,25,False
AI21,2,26,False
InflectionAI,2,26,False
Anthropic,2,26,False
What are LLMs?,2,27,False
What is AI Drift?,2,29,False
Machine Learning and Drift (Optional),2,30,False
What is Attention?,2,31,False
Calculating Attention: A High-Level View,2,34,False
An Example of Self Attention,2,36,False
Multi-Head Attention (MHA),2,40,False
Summary,2,42,False
Chapter 2 Tokenization,1,44,True
What is Pre-Tokenization?,2,44,False
What is Tokenization?,2,49,False
"Word, Character, and Subword Tokenizers",2,54,False
Trade-Offs with Character-Based Tokenizers,2,57,False
Subword Tokenization,2,58,False
Subword Tokenization Algorithms,2,61,False
Hugging Face Tokenizers and Models,2,64,False
Hugging Face Tokenizers,2,68,False
Tokenization for the DistilBERT Model,2,70,False
Token Selection Techniques in LLMs,2,74,False
Summary,2,74,False
Chapter 3 Transformer Architecture Introduction,1,76,True
Sequence-to-Sequence Models,2,77,False
Examples of seq2seq Models,2,79,False
What About RNNs and LSTMs?,2,81,False
Encoder/Decoder Models,2,82,False
Examples of Encoder/Decoder Models,2,84,False
Autoregressive Models,2,85,False
Autoencoding Models,2,87,False
The Transformer Architecture: Introduction,2,89,False
The Transformer is an Encoder/Decoder Model,2,93,False
The Transformer Flow and Its Variants,2,95,False
The transformers Library from Hugging Face,2,97,False
Transformer Architecture Complexity,2,99,False
Hugging Face Transformer Code Samples,2,100,False
Transformer and Mask-Related Tasks,2,106,False
Summary,2,110,False
Chapter 4 Transformer Architecture in Greater Depth,1,112,True
An Overview of the Encoder,2,113,False
What are Positional Encodings?,2,115,False
Other Details Regarding Encoders,2,118,False
An Overview of the Decoder,2,119,False
"Encoder, Decoder, or Both: How to Decide?",2,122,False
Delving Deeper into the Transformer Architecture,2,125,False
Autoencoding Transformers,2,129,False
The “Auto” Classes,2,130,False
Improved Architectures,2,131,False
Hugging Face Pipelines and How They Work,2,132,False
Hugging Face Datasets,2,134,False
Transformers and Sentiment Analysis,2,141,False
Source Code for Transformer-Based Models,2,141,False
Summary,2,142,False
Chapter 5 The BERT Family Introduction,1,144,True
What is Prompt Engineering?,2,145,False
Aspects of LLM Development,2,151,False
Kaplan and Under-Trained Models,2,154,False
What is BERT?,2,155,False
